fipscode,state,county,year,v001_rawvalue,v009_rawvalue,v011_rawvalue,v036_rawvalue,v042_rawvalue,v049_rawvalue,v060_rawvalue,v070_rawvalue,v139_rawvalue,v143_rawvalue,county_ranked
19107,IA,Keokuk County,2018,6625.985078,0.155698425,0.315,2.938955291,3.260513927,0.19887151,0.104,0.265,0.122,0.279826235,1
19109,IA,Kossuth County,2018,6267.746405,0.136231413,0.342,2.851149278,3.123175648,0.21087204,0.11,0.257,0.102,0.268376858,1
19111,IA,Lee County,2018,7874.249398,0.173691404,0.339,3.323694489,3.470015331,0.190435981,0.118,0.296,0.14,0.298976042,1
19113,IA,Linn County,2018,5724.566238,0.146695901,0.333,3.013099296,3.396225688,0.207472504,0.101,0.236,0.116,0.272527713,1
19115,IA,Louisa County,2018,5636.130916,0.15836068,0.375,2.967812957,3.087829315,0.196266529,0.092,0.289,0.087,0.277519721,1
19117,IA,Lucas County,2018,6905.841154,0.137715223,0.36,2.941854939,3.165527465,0.196318872,0.113,0.296,0.118,0.264845572,1
19119,IA,Lyon County,2018,4212.545484,0.132727123,0.339,2.680448277,2.979146182,0.217287398,0.109,0.325,0.087,0.253567706,1
19121,IA,Madison County,2018,5389.524721,0.137888277,0.329,2.905807772,3.141885648,0.207921849,0.104,0.276,0.107,0.275787827,1
19123,IA,Mahaska County,2018,6930.458534,0.161540452,0.337,2.979823202,3.229947477,0.196494578,0.114,0.275,0.13,0.276075155,1
19125,IA,Marion County,2018,5114.520971,0.143751522,0.325,2.777348626,3.057705536,0.209039207,0.096,0.256,0.111,0.265877785,1
19127,IA,Marshall County,2018,6477.954626,0.144151775,0.341,2.960793692,3.136623825,0.181081308,0.102,0.283,0.092,0.261344895,1
19129,IA,Mills County,2018,6782.928743,0.151603812,0.385,2.758512149,3.035181441,0.22831244,0.111,0.286,0.102,0.258968781,1
19131,IA,Mitchell County,2018,4619.890593,0.137062334,0.314,2.839292664,3.145289,0.200688773,0.096,0.232,0.099,0.258896188,1
19133,IA,Monona County,2018,11593.4321,0.1571808,0.342,3.121817328,3.355268195,0.177259609,0.117,0.308,0.131,0.263900491,1
19135,IA,Monroe County,2018,7404.284914,0.159988836,0.315,3.100078607,3.353861944,0.196347858,0.1,0.295,0.126,0.282147234,1
19137,IA,Montgomery County,2018,6661.851553,0.163060111,0.371,3.333880248,3.574571103,0.193099749,0.118,0.317,0.132,0.280367671,1
19139,IA,Muscatine County,2018,5356.066056,0.151005818,0.328,3.175727853,3.28872784,0.215937001,0.089,0.234,0.093,0.294890339,1
19141,IA,O'Brien County,2018,5388.623822,0.149467658,0.344,2.881758133,3.176921744,0.206213704,0.097,0.222,0.097,0.267011335,1
19143,IA,Osceola County,2018,7593.848924,0.1421253,0.342,2.995383137,3.15342002,0.194398153,0.111,0.288,0.092,0.270488585,1
19145,IA,Page County,2018,7099.638819,0.171407299,0.379,3.249099008,3.327111067,0.18631049,0.116,0.252,0.129,0.28201308,1
19147,IA,Palo Alto County,2018,7076.800219,0.143427097,0.365,2.925991886,3.191100898,0.195854607,0.111,0.26,0.112,0.267141222,1
19149,IA,Plymouth County,2018,4872.384266,0.138119866,0.337,2.795859949,3.102492792,0.21401298,0.102,0.259,0.094,0.258690083,1
19151,IA,Pocahontas County,2018,6147.92619,0.153459033,0.328,3.117469347,3.315175373,0.191436848,0.115,0.275,0.115,0.277546955,1
19153,IA,Polk County,2018,6173.28757,0.174436723,0.295,3.085555776,3.343762306,0.212704011,0.081,0.21,0.121,0.301155728,1
19155,IA,Pottawattamie County,2018,7502.37798,0.167926931,0.368,3.163708002,3.36428837,0.200694147,0.117,0.258,0.116,0.29609223,1
19157,IA,Poweshiek County,2018,5697.245341,0.13852743,0.326,2.802189105,3.166382881,0.203255884,0.108,0.253,0.116,0.254532811,1
19159,IA,Ringgold County,2018,7864.653182,0.149406068,0.358,3.101767904,3.341645351,0.177875089,0.117,0.312,0.111,0.269217759,1
19161,IA,Sac County,2018,6807.284189,0.140699051,0.335,2.827812803,3.105289515,0.189869267,0.1,0.287,0.1,0.279991802,1
19163,IA,Scott County,2018,6171.117522,0.163718017,0.327,2.991967303,3.383966281,0.223124429,0.088,0.239,0.13,0.283514282,1
19165,IA,Shelby County,2018,6799.009154,0.142973743,0.287,2.947853982,3.303182444,0.180815654,0.109,0.267,0.105,0.255118497,1
19167,IA,Sioux County,2018,3807.384075,0.124217792,0.285,2.730594557,3.097613001,0.209073555,0.083,0.223,0.081,0.248569197,1
19169,IA,Story County,2018,4217.976017,0.145200096,0.27,3.228570274,3.230769782,0.238658776,0.068,0.197,0.157,0.25635994,1
19171,IA,Tama County,2018,6096.044918,0.159623964,0.325,2.978352082,3.331477184,0.194741147,0.097,0.292,0.104,0.267532488,1
19173,IA,Taylor County,2018,4328.144463,0.156492902,0.306,3.286393483,3.327707294,0.190154299,0.096,0.233,0.112,0.264173793,1
19175,IA,Union County,2018,8542.898689,0.163302456,0.394,3.152884253,3.328084505,0.192279213,0.115,0.259,0.127,0.281888684,1
19177,IA,Van Buren County,2018,7231.3471,0.149058653,0.349,3.012056396,3.268327063,0.190979458,0.094,0.261,0.117,0.265962223,1
19179,IA,Wapello County,2018,7720.948806,0.181019098,0.356,3.346969995,3.604742362,0.181372531,0.121,0.315,0.129,0.30711097,1
19181,IA,Warren County,2018,4843.52591,0.147345205,0.325,2.836168588,3.000125094,0.213567025,0.1,0.234,0.098,0.274344402,1
19183,IA,Washington County,2018,4783.353501,0.139345681,0.317,2.82519782,3.160063094,0.199118665,0.097,0.238,0.103,0.279999229,1
19185,IA,Wayne County,2018,7477.075019,0.15941219,0.339,3.139859527,3.457832805,0.186621984,0.117,0.301,0.119,0.265758923,1
19187,IA,Webster County,2018,6905.860147,0.168527789,0.317,3.30796125,3.441588476,0.207362609,0.1,0.291,0.137,0.285704644,1
19189,IA,Winnebago County,2018,5670.307931,0.139861939,0.301,2.944145711,3.159345013,0.197612055,0.091,0.277,0.11,0.272929715,1
19191,IA,Winneshiek County,2018,4061.272208,0.128667811,0.291,2.672110687,2.997816789,0.225673681,0.077,0.225,0.105,0.260184842,1
19193,IA,Woodbury County,2018,6682.399,0.168273875,0.348,3.350978897,3.361507504,0.191837819,0.099,0.281,0.11,0.279464769,1
19195,IA,Worth County,2018,5837.581651,0.147830965,0.35,2.914250606,3.133661416,0.202542482,0.121,0.325,0.115,0.260456543,1
19197,IA,Wright County,2018,7311.148514,0.149848837,0.333,3.098150654,3.369228608,0.192729094,0.104,0.278,0.101,0.267266926,1
20001,KS,Allen County,2018,9264.598336,0.163579205,0.368,3.352408419,3.47569532,0.149058163,0.145,0.297,0.155,0.287695154,1
20003,KS,Anderson County,2018,8042.916549,0.164792247,0.362,3.304371235,3.407224502,0.151321023,0.103,0.317,0.153,0.289012023,1
20005,KS,Atchison County,2018,7722.875907,0.185478123,0.395,3.310236025,3.530851902,0.171170808,0.094,0.333,0.166,0.346180005,1
20007,KS,Barber County,2018,8889.120405,0.174463278,0.347,3.212496206,3.261339629,0.15613876,0.094,0.269,0.128,0.290994185,1
20009,KS,Barton County,2018,7161.307737,0.169787312,0.364,3.488361817,3.494758253,0.159582096,0.101,0.259,0.128,0.274566716,1
20011,KS,Bourbon County,2018,8872.021973,0.199461794,0.345,3.591808943,3.673312393,0.159271858,0.129,0.31,0.163,0.301356114,1
20013,KS,Brown County,2018,7268.689173,0.183249169,0.327,3.482111084,3.516422869,0.145768253,0.108,0.295,0.146,0.286578891,1
20015,KS,Butler County,2018,7289.70493,0.17726306,0.338,3.143125884,3.359682015,0.177377326,0.103,0.266,0.125,0.324040336,1
20017,KS,Chase County,2018,9115.619864,0.155445509,0.295,3.097880181,3.274977853,0.153883323,0.12,0.294,0.132,0.298282685,1
20019,KS,Chautauqua County,2018,10410.42339,0.164648526,0.344,3.412129746,3.504940501,0.143297494,0.131,0.358,0.15,0.29146214,1
20021,KS,Cherokee County,2018,8223.498794,0.197146106,0.387,3.317534656,3.41880159,0.151000817,0.13,0.288,0.145,0.333282392,1
20023,KS,Cheyenne County,2018,5211.226248,0.142326328,0.34,3.030959798,3.224710077,0.142858061,0.125,0.312,0.101,0.284487219,1
20025,KS,Clark County,2018,6232.957671,0.166099141,0.333,3.41407914,3.415183416,0.144504622,0.117,0.302,0.117,0.291755706,1
20027,KS,Clay County,2018,8654.56791,0.148230443,0.346,3.046123363,3.140409543,0.157529712,0.128,0.315,0.122,0.277538812,1
20029,KS,Cloud County,2018,7536.590023,0.169022333,0.348,3.393365257,3.398908043,0.148963408,0.127,0.32,0.135,0.295643341,1
20031,KS,Coffey County,2018,6867.168397,0.155583105,0.326,2.999988821,3.254492501,0.161672578,0.096,0.27,0.131,0.302897431,1
20033,KS,Comanche County,2018,11787.40916,0.143255797,0.321,2.852184011,3.087879823,0.152362679,0.108,0.298,0.11,0.270891806,1
20035,KS,Cowley County,2018,9354.263888,0.184009714,0.364,3.493773637,3.555778286,0.143918163,0.116,0.274,0.143,0.320046607,1
20037,KS,Crawford County,2018,7619.494702,0.188821367,0.346,3.504799448,3.788098801,0.173905761,0.115,0.282,0.172,0.314479349,1
20039,KS,Decatur County,2018,3457.926748,0.153439264,0.349,3.254653186,3.32575955,0.139383764,0.123,0.279,0.126,0.28278932,1
20041,KS,Dickinson County,2018,7624.707932,0.170199652,0.322,2.916193142,3.228180894,0.167961101,0.1,0.305,0.132,0.306020693,1
20043,KS,Doniphan County,2018,6048.881155,0.162196322,0.341,3.169448789,3.18293039,0.159474361,0.106,0.335,0.139,0.289911411,1
20045,KS,Douglas County,2018,5353.769319,0.151117734,0.262,3.417139662,3.638812096,0.218617902,0.06,0.181,0.166,0.283379594,1
20047,KS,Edwards County,2018,8139.886489,0.15720453,0.362,3.333492498,3.347744428,0.143963519,0.111,0.302,0.093,0.298322317,1
20049,KS,Elk County,2018,9611.910598,0.160292661,0.34,3.448575906,3.448354926,0.129246672,0.125,0.276,0.145,0.278963223,1
20051,KS,Ellis County,2018,6145.135861,0.164243249,0.317,3.155186449,3.113694921,0.192495428,0.087,0.237,0.14,0.290435368,1
20053,KS,Ellsworth County,2018,7640.499627,0.144552077,0.341,2.994335241,2.994175207,0.175737453,0.108,0.301,0.119,0.302847454,1
20055,KS,Finney County,2018,6497.978521,0.175772398,0.374,3.357758454,3.322832835,0.140930402,0.097,0.261,0.066,0.314235026,1
20057,KS,Ford County,2018,6822.668839,0.169167943,0.324,3.564793614,3.168631925,0.153829007,0.093,0.29,0.058,0.31379892,1
20059,KS,Franklin County,2018,7169.350073,0.201391182,0.338,3.171154872,3.207318904,0.161082578,0.088,0.29,0.136,0.313478339,1
20061,KS,Geary County,2018,7928.872263,0.180962068,0.352,3.218219046,3.243076497,0.177453644,0.081,0.26,0.176,0.330836924,1
20063,KS,Gove County,2018,8831.305954,0.150396853,0.284,3.160764659,3.214575241,0.152200505,0.118,0.254,0.112,0.283073759,1
20065,KS,Graham County,2018,4491.277472,0.145388706,0.298,3.123085393,3.186557011,0.147810405,0.126,0.299,0.128,0.292869295,1
20067,KS,Grant County,2018,6592.774512,0.165829499,0.342,3.299488179,3.166929853,0.151861668,0.077,0.249,0.034,0.298040847,1
20069,KS,Gray County,2018,6849.962007,0.137245775,0.376,2.808741865,2.959532372,0.162193681,0.084,0.268,0.091,0.2798007,1
20071,KS,Greeley County,2018,19451.79618,0.141494462,0.324,2.937964238,3.098015804,0.154309671,0.102,0.27,0.076,0.282430567,1
20073,KS,Greenwood County,2018,10110.74249,0.166457421,0.348,3.590204956,3.512104344,0.139163503,0.135,0.316,0.136,0.291092507,1
20075,KS,Hamilton County,2018,6662.200734,0.173502114,0.393,3.447784714,3.294098426,0.15324927,0.094,0.262,0.069,0.301267793,1
20077,KS,Harper County,2018,10369.54561,0.162733091,0.358,3.147140341,3.267282582,0.148917078,0.109,0.375,0.13,0.284672217,1
20079,KS,Harvey County,2018,6258.795235,0.147876155,0.312,3.030284773,3.173321768,0.143296993,0.104,0.252,0.121,0.288603298,1
20081,KS,Haskell County,2018,4062.300237,0.164883404,0.344,3.376149694,3.382288149,0.153686889,0.09,0.233,0.075,0.300208433,1
20083,KS,Hodgeman County,2018,8225.463659,0.128767492,0.322,2.575236548,2.858738039,0.156836365,0.142,0.262,0.1,0.265927112,1
20085,KS,Jackson County,2018,6088.804846,0.15431585,0.344,3.050548272,3.176171406,0.166472036,0.098,0.301,0.117,0.309621587,1
20087,KS,Jefferson County,2018,6878.723993,0.171611398,0.313,2.957123842,3.200182951,0.16947463,0.103,0.26,0.112,0.274884924,1
20089,KS,Jewell County,2018,6549.380841,0.166821201,0.309,3.50790428,3.474409257,0.128951276,0.123,0.268,0.136,0.281684059,1
20091,KS,Johnson County,2018,4423.133259,0.119904389,0.266,2.323510942,2.713478618,0.200320294,0.076,0.179,0.109,0.251157941,1
20093,KS,Kearny County,2018,6497.464271,0.157978896,0.314,3.188684472,3.295831179,0.158256944,0.091,0.246,0.07,0.303300926,1
20095,KS,Kingman County,2018,8717.00858,0.146034442,0.321,2.85073242,3.104263784,0.163970305,0.134,0.286,0.128,0.295526249,1
20097,KS,Kiowa County,2018,6359.758641,0.163932612,0.319,3.169320848,3.362511728,0.156322639,0.101,0.264,0.137,0.278076275,1
20099,KS,Labette County,2018,10446.68129,0.209354194,0.361,3.662654016,3.641613936,0.159424018,0.115,0.336,0.162,0.309442818,1
20101,KS,Lane County,2018,6877.922026,0.14441132,0.309,2.954358874,3.232684871,0.156401846,0.121,0.285,0.109,0.284706616,1
20103,KS,Leavenworth County,2018,6174.843678,0.160834555,0.348,3.189418506,3.13928465,0.168339284,0.104,0.258,0.14,0.34915546,1
20105,KS,Lincoln County,2018,6148.958235,0.16722462,0.335,3.062231773,3.209544085,0.149979204,0.106,0.22,0.121,0.298787181,1
20107,KS,Linn County,2018,10133.3261,0.174674006,0.335,3.536798787,3.349492388,0.148414036,0.115,0.339,0.142,0.312843054,1
20109,KS,Logan County,2018,6274.584582,0.147093697,0.326,2.834264417,3.089888962,0.163838302,0.122,0.265,0.114,0.275484608,1
20111,KS,Lyon County,2018,7126.352633,0.185786535,0.374,3.464245714,3.447139876,0.158749403,0.102,0.249,0.139,0.289964368,1
20113,KS,McPherson County,2018,6291.013094,0.135898407,0.315,2.688595507,2.941459028,0.160546288,0.1,0.253,0.109,0.278926519,1
20115,KS,Marion County,2018,7517.499488,0.143414292,0.337,2.886437488,3.20594941,0.149836822,0.091,0.305,0.123,0.277282983,1
20117,KS,Marshall County,2018,6137.480938,0.151455702,0.327,3.094757797,3.272337499,0.150112984,0.1,0.272,0.124,0.275073308,1
20119,KS,Meade County,2018,6177.850163,0.150101193,0.298,3.193428186,3.122592082,0.153140876,0.094,0.251,0.103,0.287601703,1
20121,KS,Miami County,2018,6020.998626,0.156973491,0.347,3.226941557,3.203078386,0.162827693,0.111,0.268,0.12,0.309283678,1
20123,KS,Mitchell County,2018,7129.98442,0.147371513,0.334,3.112667766,3.119294395,0.161678456,0.112,0.258,0.126,0.281274375,1
20125,KS,Montgomery County,2018,9090.852144,0.186692804,0.376,3.570708079,3.682957903,0.157421286,0.137,0.297,0.166,0.327484724,1
20127,KS,Morris County,2018,6825.429873,0.145622837,0.399,2.903492197,3.139359941,0.1499395,0.138,0.318,0.119,0.267706724,1
20129,KS,Morton County,2018,13503.94861,0.145119586,0.307,3.132685395,3.24530484,0.153160694,0.106,0.318,0.102,0.294411238,1
20131,KS,Nemaha County,2018,6077.199962,0.138347881,0.32,2.939410182,3.016853349,0.154037111,0.089,0.316,0.121,0.287412895,1
20133,KS,Neosho County,2018,8053.665522,0.188806732,0.36,3.441125784,3.674059875,0.153537756,0.127,0.297,0.164,0.307624756,1
20135,KS,Ness County,2018,9145.400898,0.151442012,0.342,3.175011506,3.363987229,0.139444225,0.114,0.29,0.11,0.274946228,1
20137,KS,Norton County,2018,7419.5514,0.16347306,0.34,3.11425179,3.186734291,0.167492162,0.102,0.235,0.109,0.293007597,1
20139,KS,Osage County,2018,8007.946316,0.154835828,0.357,3.076206229,3.276477602,0.166733035,0.101,0.291,0.134,0.283874647,1
20141,KS,Osborne County,2018,11560.12132,0.155105778,0.333,3.223851092,3.325202493,0.145952658,0.135,0.287,0.138,0.279716523,1
20143,KS,Ottawa County,2018,6765.043693,0.143929816,0.383,2.918932531,3.133742035,0.167483983,0.124,0.287,0.11,0.299611336,1
20145,KS,Pawnee County,2018,9817.294079,0.154595257,0.313,2.983521266,3.08965236,0.165802638,0.128,0.248,0.12,0.312888886,1
20147,KS,Phillips County,2018,9075.73823,0.161796541,0.291,3.253686991,3.336417204,0.151255561,0.095,0.305,0.118,0.299666476,1
20149,KS,Pottawatomie County,2018,6040.893107,0.156960003,0.298,2.726939406,3.199251483,0.19642426,0.091,0.239,0.11,0.275829412,1
20151,KS,Pratt County,2018,9077.443276,0.151503853,0.35,3.045039326,3.146907591,0.166101091,0.114,0.31,0.128,0.286731983,1
20153,KS,Rawlins County,2018,8417.449136,0.143068356,0.342,3.050266733,3.152603096,0.142771318,0.123,0.306,0.117,0.274044146,1
20155,KS,Reno County,2018,8204.224625,0.171408665,0.36,3.330487402,3.510949979,0.142196383,0.122,0.283,0.132,0.323324709,1
20157,KS,Republic County,2018,12104.22809,0.156892058,0.353,3.241874336,3.40111781,0.144051193,0.101,0.335,0.125,0.276979743,1
20159,KS,Rice County,2018,10226.74,0.160327655,0.35,3.129634947,3.249468222,0.167705725,0.109,0.292,0.12,0.308265601,1
20161,KS,Riley County,2018,4461.679533,0.153389002,0.245,3.230301982,3.265313378,0.234207501,0.057,0.175,0.182,0.27985447,1
20163,KS,Rooks County,2018,8341.247768,0.160588497,0.353,3.247854962,3.274545891,0.149888847,0.102,0.306,0.139,0.289906347,1
20165,KS,Rush County,2018,7287.226907,0.153976501,0.33,3.064292233,3.253634638,0.153325092,0.116,0.317,0.118,0.305211279,1
20167,KS,Russell County,2018,4904.125582,0.16085637,0.331,3.314072554,3.594894261,0.15379157,0.109,0.272,0.133,0.279367693,1
20169,KS,Saline County,2018,6785.171783,0.158470766,0.364,3.12257474,3.051758528,0.16433952,0.107,0.287,0.136,0.283457641,1
20171,KS,Scott County,2018,4879.079176,0.13386006,0.372,2.791927693,2.891658725,0.169063429,0.095,0.296,0.085,0.275774402,1
20173,KS,Sedgwick County,2018,7608.897002,0.19105669,0.336,3.248465057,3.470264143,0.16200164,0.107,0.243,0.141,0.336466087,1
20175,KS,Seward County,2018,6884.329768,0.172403334,0.382,3.608317915,3.308712088,0.145777936,0.082,0.276,0.051,0.320139646,1
20177,KS,Shawnee County,2018,7676.480267,0.159909391,0.35,3.147276155,3.548181196,0.147984077,0.11,0.242,0.143,0.304002408,1
20179,KS,Sheridan County,2018,10695.21526,0.16081642,0.333,3.200726133,3.383414587,0.143958795,0.117,0.273,0.101,0.281312384,1
20181,KS,Sherman County,2018,8223.373576,0.16230087,0.337,3.198692615,3.272017177,0.152103859,0.111,0.283,0.143,0.298131735,1
20183,KS,Smith County,2018,9323.406333,0.159101557,0.368,3.204966722,3.398340049,0.144243756,0.119,0.32,0.132,0.279071438,1
20185,KS,Stafford County,2018,7380.648732,0.165853989,0.356,3.397518213,3.542675257,0.139070021,0.14,0.304,0.11,0.310671497,1
20189,KS,Stevens County,2018,6425.61171,0.165876429,0.362,3.375381939,3.273251672,0.148810241,0.091,0.268,0.078,0.300753561,1
20191,KS,Sumner County,2018,7713.045876,0.155939134,0.347,3.067887609,3.404784462,0.156048848,0.118,0.309,0.125,0.31925441,1
20193,KS,Thomas County,2018,6501.722305,0.147357814,0.342,2.86871167,3.125258119,0.181306575,0.083,0.283,0.119,0.28981668,1
20195,KS,Trego County,2018,8174.601962,0.133749342,0.325,2.776377693,2.951301474,0.157138183,0.117,0.321,0.106,0.273600899,1
20197,KS,Wabaunsee County,2018,4549.827101,0.144432872,0.325,2.748336464,3.002225752,0.173144297,0.095,0.241,0.101,0.280224793,1
20201,KS,Washington County,2018,7478.515996,0.138408454,0.312,2.884298266,3.097393932,0.154902039,0.115,0.294,0.119,0.270986457,1
20203,KS,Wichita County,2018,8244.864399,0.155237796,0.331,3.338797377,3.253751366,0.14507347,0.123,0.335,0.069,0.299734628,1
20205,KS,Wilson County,2018,11135.10506,0.191599509,0.35,3.561865585,3.589008126,0.151744342,0.138,0.321,0.159,0.325075578,1
20207,KS,Woodson County,2018,11276.24174,0.18982491,0.365,3.539370751,3.626395542,0.139838533,0.116,0.3,0.158,0.28528328,1
20209,KS,Wyandotte County,2018,9164.066819,0.229635569,0.37,3.724830189,3.743198772,0.147984171,0.122,0.313,0.167,0.357270505,1
21001,KY,Adair County,2018,8349.383815,0.232603912,0.368,4.948147561,4.673780988,0.145438596,0.161,0.359,0.161,0.364091114,1
21003,KY,Allen County,2018,10031.97425,0.224415983,0.356,4.644280623,4.510668724,0.147909751,0.135,0.342,0.135,0.387019421,1
21005,KY,Anderson County,2018,7311.903804,0.190333688,0.359,4.242309419,4.045251908,0.154826199,0.133,0.301,0.11,0.350981622,1
21007,KY,Ballard County,2018,10114.60652,0.203004503,0.358,4.66029498,4.442299296,0.141589489,0.124,0.313,0.138,0.374883282,1
21009,KY,Barren County,2018,8428.21552,0.233223442,0.318,4.676669974,4.617709938,0.139417286,0.14,0.314,0.151,0.399828991,1
21011,KY,Bath County,2018,11003.18753,0.24528404,0.366,5.287664401,4.736771428,0.130058893,0.146,0.318,0.172,0.39596388,1
21013,KY,Bell County,2018,13679.3341,0.298470469,0.376,6.367236761,5.474542088,0.11712507,0.162,0.396,0.216,0.403201296,1
21015,KY,Boone County,2018,6403.385678,0.173549103,0.328,3.794502448,3.822451426,0.181500466,0.116,0.236,0.103,0.379319452,1
21017,KY,Bourbon County,2018,8594.430344,0.208203741,0.354,4.680769154,4.434550431,0.144919273,0.15,0.321,0.141,0.382997766,1
21019,KY,Boyd County,2018,9911.995655,0.224539633,0.395,4.746975613,4.493723548,0.142554847,0.158,0.276,0.158,0.393947659,1
21021,KY,Boyle County,2018,7229.378985,0.205268284,0.322,4.669977922,4.380004044,0.147371452,0.12,0.318,0.15,0.391581891,1
21023,KY,Bracken County,2018,12916.12048,0.226452227,0.345,4.631396846,4.422527674,0.152663453,0.145,0.307,0.141,0.372203257,1
21025,KY,Breathitt County,2018,17031.61282,0.272546816,0.407,6.005764222,5.16271254,0.120189309,0.166,0.316,0.198,0.416975523,1
21027,KY,Breckinridge County,2018,10273.39291,0.224912247,0.334,4.611476407,4.330362559,0.14194725,0.151,0.326,0.137,0.380953693,1
21029,KY,Bullitt County,2018,7224.237476,0.200224778,0.357,4.121716959,4.148563919,0.168962094,0.143,0.304,0.106,0.401584652,1
21031,KY,Butler County,2018,9096.316395,0.23177578,0.322,4.977894117,4.638299011,0.130524053,0.14,0.357,0.165,0.375547351,1
21033,KY,Caldwell County,2018,9921.845535,0.210777862,0.377,4.605189485,4.404969287,0.141204282,0.138,0.306,0.152,0.384953913,1
21035,KY,Calloway County,2018,7244.015021,0.210560594,0.316,4.541803792,4.404399333,0.151623286,0.113,0.204,0.16,0.375556626,1
21037,KY,Campbell County,2018,7459.230099,0.188985321,0.307,4.088596313,4.202473026,0.18336455,0.11,0.236,0.129,0.344230734,1
21039,KY,Carlisle County,2018,8719.884471,0.20050282,0.316,4.837552216,4.503035963,0.131274361,0.14,0.336,0.139,0.365174743,1
21041,KY,Carroll County,2018,12776.85751,0.235615613,0.348,5.000165501,4.542779012,0.144332656,0.12,0.333,0.168,0.406676911,1
21043,KY,Carter County,2018,10245.05401,0.233646419,0.385,5.093474687,4.806521933,0.145615817,0.14,0.368,0.157,0.405197094,1
21045,KY,Casey County,2018,11440.34322,0.251520704,0.367,5.473435055,4.954969214,0.126534628,0.153,0.318,0.15,0.396368798,1
21047,KY,Christian County,2018,9209.170348,0.226184548,0.371,4.787402467,4.269406849,0.155476195,0.102,0.309,0.189,0.390337175,1
21049,KY,Clark County,2018,9832.175312,0.201071135,0.331,4.349326309,4.199643352,0.150750017,0.127,0.297,0.142,0.371138437,1
21051,KY,Clay County,2018,12043.57102,0.292537216,0.401,5.890274545,5.028215736,0.125684753,0.156,0.336,0.217,0.426548964,1
21053,KY,Clinton County,2018,11894.4712,0.246347217,0.352,5.047869139,4.575194397,0.130930752,0.145,0.343,0.165,0.391746878,1
21055,KY,Crittenden County,2018,9562.506595,0.216963889,0.326,4.790767744,4.440767014,0.139330069,0.132,0.292,0.147,0.374494622,1
21057,KY,Cumberland County,2018,10321.44054,0.218410714,0.336,4.965015889,4.603970266,0.127188021,0.154,0.376,0.168,0.373751751,1
21059,KY,Daviess County,2018,7477.801898,0.217661672,0.309,4.635197698,4.373694949,0.158506299,0.121,0.255,0.136,0.367395427,1
21061,KY,Edmonson County,2018,8504.304357,0.213056459,0.31,4.94600603,4.687579778,0.133127713,0.161,0.26,0.142,0.377701579,1
21063,KY,Elliott County,2018,7844.895323,0.269190687,0.338,5.764992053,5.082736307,0.123376576,0.147,0.341,0.192,0.407911791,1
21065,KY,Estill County,2018,12391.53027,0.254108624,0.379,5.38959538,4.957476728,0.12927418,0.153,0.342,0.176,0.384292986,1
21067,KY,Fayette County,2018,7145.568015,0.188041685,0.275,4.260226477,3.981863977,0.198271021,0.092,0.2,0.158,0.382661354,1
21069,KY,Fleming County,2018,11696.37427,0.232208666,0.336,5.083292769,4.609913463,0.127041676,0.159,0.325,0.148,0.392081428,1
21071,KY,Floyd County,2018,13683.87164,0.26255222,0.381,5.628410416,5.368537598,0.123574677,0.147,0.367,0.194,0.4446029,1
21073,KY,Franklin County,2018,8618.924669,0.197224256,0.341,4.257553956,4.152271713,0.154022541,0.146,0.243,0.145,0.34213585,1
21075,KY,Fulton County,2018,10924.92627,0.2457621,0.343,5.348447183,4.840405945,0.117872847,0.152,0.305,0.217,0.420730825,1
21077,KY,Gallatin County,2018,11613.05082,0.213601379,0.365,4.419934568,4.252402628,0.157368091,0.13,0.279,0.128,0.369583458,1
21079,KY,Garrard County,2018,7908.833983,0.208120438,0.326,4.592085155,4.39765132,0.141314223,0.15,0.273,0.141,0.366408143,1
21081,KY,Grant County,2018,9922.278873,0.231571584,0.356,4.807179219,4.540917065,0.15097641,0.129,0.301,0.141,0.380906901,1
21083,KY,Graves County,2018,8057.027128,0.216478749,0.327,4.967400142,4.533894382,0.136566032,0.119,0.293,0.138,0.37121524,1
21085,KY,Grayson County,2018,9977.642346,0.229822523,0.372,4.94672682,4.708203713,0.137163468,0.147,0.34,0.163,0.365262036,1
21087,KY,Green County,2018,9397.341642,0.213844526,0.381,4.546029409,4.286335388,0.136697816,0.139,0.34,0.144,0.372398909,1
21089,KY,Greenup County,2018,9400.973299,0.193770099,0.395,4.380490913,4.411962397,0.136889082,0.159,0.351,0.146,0.349870842,1
21091,KY,Hancock County,2018,8774.242203,0.2040967,0.368,4.528854327,4.329842093,0.150197343,0.151,0.27,0.128,0.383634706,1
21093,KY,Hardin County,2018,7407.364238,0.198869,0.347,4.116772069,4.160285243,0.152819786,0.121,0.261,0.146,0.411052812,1
21095,KY,Harlan County,2018,14084.52955,0.28511537,0.366,5.756115272,5.204020909,0.119987631,0.18,0.392,0.211,0.423894968,1
21097,KY,Harrison County,2018,10378.84047,0.209535127,0.343,4.625310588,4.34687411,0.141152552,0.14,0.309,0.152,0.375854323,1
21099,KY,Hart County,2018,9543.49177,0.239046654,0.374,5.100110042,4.729057649,0.130359578,0.124,0.368,0.16,0.390572373,1
21101,KY,Henderson County,2018,8881.987178,0.218203877,0.353,4.95145145,4.457466712,0.137972814,0.148,0.292,0.157,0.406339552,1
21103,KY,Henry County,2018,8585.782187,0.214109069,0.329,4.386047026,4.180699191,0.143468501,0.122,0.32,0.138,0.3544031,1
